Datum,CoV-Infektionen pro Woche,Cases,Intensiv-CoV-Patienten,Beatmete CoV-Patienten,Todesfälle mit CoV pro Woche,Personen mit Erstimpfung,Personen mit Vollschutz,Personen mit Auffrischung,Verhältnis Intensivpatienten/Infektionen (mit deltaT),Verhältnis beatmete Patienten/Infektionen (mit deltaT),Verhältnis Todesfälle/Infektionen (mit deltaT)
2021-01-22,98961,2126668,4832.0,2725.0,4256,1469353.0,163424.0,,0.04451248471620133,0.02436313295136468,0.023483998746981136
2021-01-23,97094,2138239,4729.0,2655.0,4164,,,,0.04478134591220879,0.024399035985745773,0.023039528704142376
2021-01-24,95519,2143257,4700.0,2663.0,4054,1554355.0,228763.0,,0.045080036432542214,0.02452915126833405,0.022655178550864227
2021-01-25,93108,2150002,4693.0,2668.0,3945,1638425.0,283264.0,,0.04581776002062121,0.02483137861408257,0.022307427933152896
2021-01-26,90159,2165510,4644.0,2586.0,3762,1672215.0,318674.0,,0.046085249392739495,0.025144466997193846,0.021517541232711098
2021-01-27,86491,2181329,4580.0,2545.0,3614,1738236.0,366081.0,,0.04675630990507683,0.02592177220751292,0.02086922338740447
2021-01-28,83040,2194683,4515.0,2530.0,3382,1799481.0,416646.0,,0.04821772639691715,0.027059248554913293,0.02102601156069364
2021-01-29,80575,2207243,4451.0,2453.0,3226,1855457.0,461701.0,,0.050003102699348434,0.02704312752094322,0.02071362085013962
2021-01-30,78943,2217182,4434.0,2437.0,3087,,,,0.049732085175379706,0.027184170857454112,0.02120517335292553
2021-01-31,78123,2221380,4436.0,2386.0,3063,1935356.0,532562.0,,0.048833250131203355,0.026944689784058472,0.020800532493631837
2021-02-01,77237,2227239,4405.0,2399.0,2952,1980211.0,606786.0,,0.0485518598599117,0.02681357380530057,0.020870826158447375
2021-02-02,74028,2239538,4348.0,2411.0,2767,2033561.0,679649.0,,0.048994974874371856,0.02680067001675042,0.02132976711514562
2021-02-03,71619,2252948,4306.0,2369.0,2591,2091689.0,756333.0,,0.04972144263393792,0.027548555550901296,0.021125678939946102
2021-02-04,69771,2264454,4266.0,2343.0,2554,2153000.0,834398.0,,0.05020710610425535,0.02846454830803629,0.021226584110877012
2021-02-05,67210,2274453,4155.0,2312.0,2391,2212851.0,903271.0,,0.05229876506472251,0.029087933343252492,0.021961017705698558
2021-02-06,65660,2282842,4044.0,2267.0,2324,,,,0.05211696618946086,0.028738958269875114,0.02234236978373439
2021-02-07,64553,2285933,4004.0,2242.0,2237,2295221.0,981914.0,,0.05135315167381841,0.028565674716899293,0.022539618607965547
2021-02-08,62876,2290115,4029.0,2247.0,2164,2344802.0,1024631.0,,0.051593612825243336,0.028627775303772505,0.021979769705452002
2021-02-09,59671,2299209,3926.0,2179.0,2077,2405156.0,1104504.0,,0.05334249467915738,0.030064855625010475,0.022422952523001125
2021-02-10,56538,2309486,3815.0,2146.0,1940,2490423.0,1178725.0,,0.05569705330927872,0.03148325020340302,0.02295801054158265
2021-02-11,54388,2318842,3750.0,2105.0,1805,2556697.0,1253306.0,,0.057402368169449144,0.033500036772817536,0.023166875045966023
2021-02-12,52925,2327378,3627.0,2071.0,1746,2635673.0,1331573.0,,0.0589891355692017,0.03429381199811053,0.02331601322626358
2021-02-13,50132,2332974,3561.0,1984.0,1669,,,,0.06191654033351951,0.035725684193728555,0.024136280220218624
2021-02-14,50802,2336735,3503.0,1973.0,1674,2736109.0,1410239.0,,0.05948584701389709,0.0345655682847132,0.023443958899255934
2021-02-15,51001,2341116,3515.0,1986.0,1625,2813732.0,1470822.0,,0.05819493735416953,0.03392090351169585,0.02290151173506402
2021-02-16,51146,2350355,3422.0,1955.0,1612,2896064.0,1525943.0,,0.057013256168615335,0.033335940249481874,0.021663473194384702
2021-02-17,50867,2360353,3315.0,1887.0,1579,2991792.0,1580628.0,,0.056893467277409716,0.03355810250260483,0.021133544341124893
2021-02-18,50736,2369578,3244.0,1844.0,1513,3085114.0,1634786.0,,0.057316304005045726,0.03336881110059918,0.020360296436455375
2021-02-19,50921,2378299,3183.0,1800.0,1481,3179290.0,1690351.0,,0.05765794073172169,0.032756623004261506,0.020325602403723414
2021-02-20,53108,2386082,3149.0,1794.0,1476,,,,0.05500112977329216,0.03157716351585448,0.019658055283573096
2021-02-21,52384,2389119,3122.0,1780.0,1467,3312351.0,1756478.0,,0.05505497861942578,0.03123091020158827,0.01943341478313989
2021-02-22,52406,2393522,3122.0,1822.0,1455,3413730.0,1806606.0,,0.05480288516582071,0.030988818074266306,0.019100866313017592
2021-02-23,53349,2403704,3104.0,1815.0,1382,3518294.0,1854928.0,,0.05289696151755422,0.030253613001180905,0.019475529063337646
2021-02-24,54641,2414994,3022.0,1791.0,1338,3633282.0,1910863.0,,0.0514631869841328,0.029648066470232975,0.01958236489083289
2021-02-25,55330,2424908,2968.0,1756.0,1298,3759906.0,1971043.0,,0.05129224652087475,0.029513826134104464,0.019934935839508405
2021-02-26,56060,2434359,2916.0,1730.0,1260,3881490.0,2029047.0,,0.05201569746699964,0.028594363182304672,0.0195504816268284
2021-02-27,55936,2442018,2894.0,1705.0,1234,,,,0.05064716819221968,0.028604118993135013,0.019468678489702518
2021-02-28,56350,2445469,2908.0,1707.0,1210,4079107.0,2095255.0,,0.04933451641526176,0.028092280390417036,0.01953859804791482
2021-03-01,56626,2450148,2936.0,1693.0,1191,4234952.0,2159412.0,,0.049464910111962704,0.027990675661356972,0.020379331049341292
2021-03-02,57397,2461101,2921.0,1668.0,1168,4389074.0,2215504.0,,0.04876561492760946,0.027283655940205934,0.020244960538007215
2021-03-03,57408,2472402,2884.0,1677.0,1108,4541389.0,2271784.0,,0.048111761426978816,0.027452619843924192,0.020937848383500556
2021-03-04,57615,2482523,2872.0,1636.0,1075,4736174.0,2346388.0,,0.048928230495530675,0.02843009632908097,0.021261824177731495
2021-03-05,57822,2492181,2822.0,1624.0,1033,4915868.0,2410230.0,,0.04979073708968904,0.028189962298087234,0.021497008059216217
2021-03-06,58457,2500475,2812.0,1614.0,1035,,,,0.04955779461826642,0.027319226097815487,0.02179379715004191
2021-03-07,58369,2503838,2838.0,1620.0,1044,5170215.0,2484408.0,,0.04966677517175213,0.027600267265157876,0.022066507906594254
2021-03-08,58526,2508674,2916.0,1633.0,1018,5350408.0,2546692.0,,0.050131565458087,0.027645832621399035,0.022707856337354337
2021-03-09,59068,2520169,2833.0,1603.0,1001,5555420.0,2605818.0,,0.05061962483916842,0.027358298909731158,0.023312114850680573
2021-03-10,61753,2534155,2780.0,1600.0,1039,5756572.0,2674692.0,,0.04848347448706945,0.02705941411753275,0.022589995627742783
2021-03-11,64778,2547301,2801.0,1583.0,1070,5978551.0,2738103.0,,0.047763129457531875,0.026197165704405816,0.022461329463706815
2021-03-12,67654,2559835,2799.0,1585.0,1103,6113484.0,2749786.0,,0.04710734029030065,0.02543825937860289,0.022275105684807995
2021-03-13,69835,2570310,2762.0,1566.0,1096,,,,0.045922531681821435,0.02508770673730937,0.021636715114197753
2021-03-14,71312,2575150,2819.0,1576.0,1089,6507159.0,2891951.0,,0.045518285842494954,0.025002804577069777,0.02221225039264079
2021-03-15,73299,2581973,2879.0,1638.0,1101,6712195.0,2951692.0,,0.04500743529925374,0.025116304451629625,0.0218284014788742
2021-03-16,77594,2597763,2897.0,1630.0,1154,6835216.0,3018750.0,,0.043495631105497846,0.02390648761502178,0.021109879629868288
2021-03-17,81971,2616126,2899.0,1597.0,1162,6970861.0,3097094.0,,0.041856266240499686,0.023117931951543838,0.01993387905478767
2021-03-18,85549,2632850,2934.0,1611.0,1202,7095076.0,3172553.0,,0.04092391494932729,0.023238144221440344,0.018433879998597295
2021-03-19,88723,2648558,2990.0,1618.0,1225,7233931.0,3246005.0,,0.04082368720624866,0.022587153274799095,0.017549000822785522
2021-03-20,91465,2661775,2994.0,1616.0,1243,,,,0.03991690810692615,0.022423877986114907,0.017186902093697044
2021-03-21,92583,2667733,3094.0,1671.0,1274,7523137.0,3345235.0,,0.04025577049782358,0.02269315101044468,0.016212479612887895
2021-03-22,94641,2676614,3187.0,1697.0,1288,7698450.0,3416612.0,,0.03990870764256506,0.023013281770057376,0.015595777728468634
2021-03-23,98303,2696066,3207.0,1721.0,1329,7937540.0,3516986.0,,0.039652909880675054,0.022359439691565872,0.01491307488072592
2021-03-24,102592,2718718,3246.0,1752.0,1377,8150256.0,3603639.0,,0.03862874298190892,0.02200951341235184,0.014572286338116032
2021-03-25,107756,2740606,3299.0,1783.0,1395,8364197.0,3683054.0,,0.03812316715542522,0.02185493151193437,0.014328668473217268
2021-03-26,112085,2760643,3375.0,1841.0,1455,8602339.0,3768080.0,,0.03756077976535665,0.02160860061560423,0.014114288263371548
2021-03-27,114645,2776420,3431.0,1855.0,1507,,,,0.03838806751275677,0.021884949190980853,0.013685725500457935
2021-03-28,116271,2784004,3501.0,1895.0,1511,9001925.0,3877914.0,,0.038608079400710406,0.02204332980708861,0.013795357397803408
2021-03-29,118380,2794994,3622.0,1988.0,1584,9216487.0,3961165.0,,0.038232809596215576,0.021785774624091907,0.013769217773272512
2021-03-30,119313,2815379,3651.0,2004.0,1600,9428662.0,4059489.0,,0.03825232791062164,0.021456169906045444,0.013812409377016754
2021-03-31,120664,2839382,3727.0,2051.0,1638,9627222.0,4152414.0,,0.03789862759397998,0.021812636743353445,0.013492010873168469
2021-04-01,120218,2860824,3777.0,2101.0,1634,,,,0.038463458051206975,0.022342744015039346,0.013425610141576137
2021-04-02,115674,2876317,3898.0,2178.0,1577,10046898.0,4334170.0,,0.04064871967771496,0.023237719798744748,0.013797396130504694
2021-04-03,110533,2886953,3963.0,2198.0,1557,,,,0.04278360308686094,0.024191870301177025,0.014583879927261541
2021-04-04,110097,2894101,4108.0,2258.0,1572,,,,0.04287128622941588,0.024423917091292224,0.014796043488923404
2021-04-05,106154,2901148,4210.0,2355.0,1501,10547269.0,4534775.0,,0.04456732671401926,0.025755035137630236,0.015439832695894643
2021-04-06,97279,2912658,4401.0,2422.0,1476,10800637.0,4633859.0,,0.04920897624358803,0.027919694898179463,0.016622292581132618
2021-04-07,97007,2936389,4489.0,2509.0,1466,11515936.0,4737605.0,,0.04982114692754131,0.028400012370241322,0.016854453802302927
2021-04-08,101329,2962153,4526.0,2563.0,1495,12204176.0,4831522.0,,0.04827838032547444,0.027405777220736414,0.01624411570231622
2021-04-09,109132,2985449,4564.0,2579.0,1544,12670288.0,4910308.0,,0.045641974856137524,0.025482901440457426,0.014954367188359052
2021-04-10,116559,3003512,4573.0,2560.0,1582,,,,0.04303399994852392,0.024047907068523236,0.013744112423751061
2021-04-11,118272,3012373,4624.0,2632.0,1569,13196552.0,5035195.0,,0.04259672619047619,0.024249188311688312,0.013485863095238096
2021-04-12,123334,3024482,4702.0,2686.0,1604,13567817.0,5117056.0,,0.041343019767460715,0.02333500899995135,0.012429662542364635
2021-04-13,138549,3051207,4729.0,2688.0,1630,14058329.0,5186135.0,,0.03678842864257411,0.02097452886704343,0.010617182368692664
2021-04-14,143367,3079756,4720.0,2674.0,1648,14773908.0,5276028.0,,0.03532193601037896,0.02021385674527611,0.009772123291970955
2021-04-15,142671,3104824,4731.0,2689.0,1628,15393858.0,5350247.0,,0.03568349559475997,0.02055778679619544,0.009371210687525847
2021-04-16,142457,3127906,4787.0,2734.0,1614,15906352.0,5425990.0,,0.03621443663702029,0.020378078999276975,0.00905536407477344
2021-04-17,142094,3145606,4833.0,2716.0,1596,,,,0.035912846425605584,0.020430137796106803,0.009057384548256787
2021-04-18,142054,3154427,4892.0,2755.0,1612,16428425.0,5517282.0,,0.03580328607430977,0.020773790248778633,0.008574204175876779
2021-04-19,142231,3166713,4981.0,2777.0,1629,16795784.0,5582992.0,,0.035695453171249586,0.02069169168465384,0.008338547855249559
2021-04-20,143454,3194661,5016.0,2781.0,1639,17288804.0,5646788.0,,0.03534931058039511,0.02057105413582054,0.008002565282250757
2021-04-21,144280,3224036,5038.0,2803.0,1617,17932380.0,5724561.0,,0.0350291100637649,0.02061269753257555,0.007547823676185195
2021-04-22,144679,3249503,5099.0,2868.0,1635,18496378.0,5790531.0,,0.035056919110582736,0.02044526157908197,0.007333476178298164
2021-04-23,144559,3272465,5097.0,2878.0,1646,18965663.0,5855864.0,,0.034919998063074595,0.0204553158226053,0.007076695328550972
2021-04-24,144895,3290501,5064.0,2906.0,1632,,,,0.03451464853859691,0.020049001000724664,0.006880844749646295
2021-04-25,144752,3299179,5091.0,2898.0,1602,19486698.0,5960243.0,,0.033740466452967834,0.019730297336133525,0.006632032718028076
2021-04-26,144663,3311376,5159.0,2933.0,1595,19854550.0,6038063.0,,0.033242778042761455,0.01964565922177751,0.006186792752811707
2021-04-27,141979,3336640,5103.0,2903.0,1533,20521233.0,6113728.0,,0.03322322315271977,0.01986913557638806,0.005895238028159094
2021-04-28,137608,3361644,5086.0,2903.0,1471,21562627.0,6241152.0,,0.03379890704028835,0.0204929945933376,0.005552002790535434
2021-04-29,133568,3383071,5077.0,2951.0,1401,22393183.0,6381397.0,,0.03462655725922376,0.020738500239578343,0.005210828941063728
2021-04-30,129766,3402231,5071.0,2943.0,1337,,,,0.03563337083673689,0.021122636129648754,0.005232495414823605
2021-05-01,126804,3417305,5054.0,2951.0,1290,,,,0.03552727043310937,0.02133213463297688,0.005189110753603988
2021-05-02,124785,3423964,5072.0,2974.0,1287,23492053.0,6655866.0,,0.03541291020555355,0.02149296790479625,0.005096766438273831
2021-05-03,121713,3433089,5048.0,2958.0,1218,23852426.0,6771476.0,,0.03533722774066862,0.021879339100999894,0.004798172750651122
2021-05-04,117430,3454070,5001.0,2957.0,1186,24537128.0,6931584.0,,0.03598739674699821,0.02230264838627267,0.0044962956655028525
2021-05-05,113284,3474928,4884.0,2905.0,1148,25451513.0,7145486.0,,0.036465873380177254,0.022553935242399632,0.0045372691642244275
2021-05-06,109024,3492095,4809.0,2856.0,1089,26205337.0,7360108.0,,0.037670604637511006,0.023132521279718227,0.0045586292926328145
2021-05-07,105342,3507573,4717.0,2842.0,1061,26836612.0,7572228.0,,0.03852214691196294,0.02339048053008297,0.004395207989216077
2021-05-08,102314,3519619,4651.0,2821.0,1023,,,,0.038342748792931564,0.023271497546767793,0.004280939069922005
2021-05-09,100980,3524944,4625.0,2820.0,997,27266358.0,7813381.0,,0.03712616359675183,0.022846108140225786,0.0037730243612596553
2021-05-10,99242,3532331,4624.0,2770.0,960,27686865.0,8022890.0,,0.036577255597428505,0.02237963765341287,0.0034662743596461177
2021-05-11,95017,3549087,4505.0,2741.0,895,28516504.0,8320680.0,,0.03691970910468653,0.02255385878316512,0.0034941115800330466
2021-05-12,90633,3565561,4419.0,2705.0,837,,,,0.037403594717156,0.023214502443922192,0.0034645217525625326
2021-05-13,83137,3575232,4301.0,2682.0,764,29823801.0,8822370.0,,0.04015059480135198,0.024766349519467865,0.0033799631932833756
2021-05-14,75290,3582863,4226.0,2663.0,696,30353408.0,9060934.0,,0.04340549873821225,0.02665692655067074,0.0034931597821755878
2021-05-15,71846,3591465,4131.0,2619.0,679,,,,0.044692815188041086,0.026682069983019235,0.003577095454165855
2021-05-16,70801,3595745,4107.0,2555.0,658,30743232.0,9332160.0,,0.042852502083303906,0.02621431900679369,0.0036581404217454557
2021-05-17,68654,3600985,4058.0,2522.0,636,31094584.0,9548021.0,,0.04178926209689166,0.025650362688262884,0.0033938299297928743
2021-05-18,64228,3613315,3923.0,2464.0,584,31616223.0,9901626.0,,0.042520396088933175,0.026701750015569535,0.0031606153079653736
2021-05-19,59062,3624623,3749.0,2381.0,528,32178636.0,10432968.0,,0.044427889336629306,0.0284108225254817,0.0030307134875215873
2021-05-20,57817,3633049,3630.0,2307.0,514,32633840.0,10915832.0,,0.04400089938945293,0.027604337824515282,0.0027327602608229412
2021-05-21,57762,3640625,3508.0,2221.0,497,33041570.0,11343644.0,,0.04286555174682317,0.025882067795436448,0.0025449257297185
2021-05-22,54976,3646441,3390.0,2143.0,463,,,,0.04203652502910361,0.02555660651920838,0.002546565774155995
2021-05-23,52695,3648440,3338.0,2104.0,438,,,,0.04119935477749312,0.025486289021728815,0.0024100958345194042
2021-05-24,49258,3650243,3268.0,2059.0,381,33503002.0,11896572.0,,0.04171911161638719,0.02663526736773722,0.002314344877989362
2021-05-25,40596,3653911,3211.0,2007.0,344,33789188.0,12274086.0,,0.048970341905606465,0.030865109863040693,0.002290866095181791
2021-05-26,36433,3661056,3034.0,1917.0,332,34305216.0,13053626.0,,0.05258968517552768,0.03321164877995224,0.0023056020640628
2021-05-27,34820,3667869,2869.0,1856.0,314,34711424.0,13674483.0,,0.05373348650201034,0.03337162550258472,0.0023262492820218268
2021-05-28,32399,3673024,2731.0,1761.0,281,35058647.0,14197101.0,,0.055927652088027406,0.03426031667644063,0.002129695360967931
2021-05-29,30271,3676712,2624.0,1715.0,263,,,,0.05672095404842919,0.034851838393181594,0.002180304581943114
2021-05-30,29877,3678317,2544.0,1678.0,257,35325677.0,14615052.0,,0.05405495866385514,0.0337717977039194,0.002275998259530743
2021-05-31,30514,3680757,2476.0,1596.0,259,35531114.0,15009970.0,,0.049977059710296916,0.031559284262961264,0.0021629416005767843
2021-06-01,31952,3685863,2311.0,1495.0,233,35936861.0,15604092.0,,0.0450050075112669,0.02898097145718578,0.0020343014521782676
2021-06-02,29297,3690353,2171.0,1405.0,203,36461594.0,16318175.0,,0.04648940164521965,0.03191453049800321,0.0021162576373007476
2021-06-03,25423,3693292,2055.0,1343.0,179,36695899.0,16708899.0,,0.05337686347008614,0.03473232899343114,0.002163395350666719
2021-06-04,22541,3695565,1988.0,1312.0,158,36999375.0,17240975.0,,0.05776141253715452,0.03730979104742469,0.002262543809059048
2021-06-05,21158,3697870,1916.0,1253.0,147,,,,0.05799224879478212,0.037810757160412135,0.002174118536723698
2021-06-06,20679,3698996,1871.0,1210.0,140,37162909.0,17745575.0,,0.05580540645098893,0.0368973354610958,0.0017892547995551043
2021-06-07,19949,3700706,1812.0,1162.0,127,37359430.0,18187186.0,,0.05448894681437666,0.03609203468845556,0.001804601734422778
2021-06-08,18371,3704234,1717.0,1110.0,114,37671963.0,18925419.0,,0.05595775951227478,0.036960426759566706,0.0016330085460780578
2021-06-09,16744,3707097,1615.0,1055.0,93,38034567.0,19857285.0,,0.058827042522694696,0.0389393215480172,0.0016722408026755853
2021-06-10,16076,3709368,1525.0,1009.0,84,38390070.0,20648461.0,,0.058969893008211,0.03894003483453595,0.0018661358546902215
2021-06-11,15644,3711209,1438.0,963.0,81,38755315.0,21350096.0,,0.057913577090258246,0.039184351828176936,0.0019176681155714651
2021-06-12,14644,3712514,1362.0,926.0,69,,,,0.05913684785577711,0.04063097514340344,0.00204862059546572
2021-06-13,14032,3713028,1357.0,935.0,66,38922897.0,21812429.0,,0.059007981755986316,0.0403363740022805,0.002066704675028506
2021-06-14,13255,3713961,1302.0,883.0,68,39127487.0,22302188.0,,0.05997736703130894,0.03998491135420596,0.001961523953225198
2021-06-15,11429,3715663,1227.0,841.0,66,39297028.0,22967526.0,,0.06579753259252778,0.044360836468632425,0.0020999212529530143
2021-06-16,10010,3717107,1154.0,800.0,65,39736556.0,23916490.0,,0.07312687312687313,0.04945054945054945,0.0023976023976023976
2021-06-17,8891,3718259,1087.0,763.0,62,40105774.0,24657569.0,,0.08131818693060398,0.0557867506467214,0.002361939039478124
